chrom,start,end,snps,1.2,1.3,1.4,2.3,2.4,3.4
3L,1755001,1760000,405,-0.00317246,-0.00186225,-0.0123113,-0.00207457,-0.00203027,-0.0014279
3L,1760001,1765000,443,-0.00347819,-0.00231795,-0.0083032,-0.00456791,-0.0065736,-0.00763457
3L,1765001,1770000,460,-0.00104812,0.0009778,-0.00996268,0.00285324,-0.00437778,0.00359785
3L,1770001,1775000,440,-0.00402448,-0.00589104,-0.0107036,-0.00461131,-0.00344811,-0.00660212
3L,1775001,1780000,464,-0.00452559,0.00144886,-0.0103169,-0.000179919,-0.00184786,-0.00205207
3L,1780001,1785000,407,0.00315671,0.00458863,-0.0101872,-0.00281254,0.00143051,0.00471838
3L,1785001,1790000,444,0.00060186,-0.000971379,-0.00734162,-0.00743594,-0.00349306,-0.00528312
3L,1790001,1795000,405,-0.00362909,0.00733235,-0.0112807,-0.00248856,-0.00402908,0.00267788
3L,1795001,1800000,433,-0.0069761,-0.00229846,-0.0102489,-0.00423947,-0.00412322,-0.00459154
3L,1800001,1805000,416,-0.00282168,0.002753,-0.00949986,-0.00605811,-0.00625135,-0.00504064
3L,1805001,1810000,376,-0.00047476,-0.0037157,-0.0112477,-0.00717523,-0.0023127,-0.00596097
3L,1810001,1815000,459,-0.000768068,-0.00491957,-0.010388,-0.00638502,0.00147348,-0.00512956
3L,1815001,1820000,407,0.00713171,0.00151182,-0.00964354,-0.0051131,0.00405724,-0.00247556
3L,1820001,1825000,468,0.00844444,0.010653,-0.00724749,-0.00498409,-0.00157143,0.000239977
3L,1825001,1830000,473,-0.00267086,0.00318057,-0.00938044,-0.00796875,-0.00116659,0.00180835
3L,1830001,1835000,447,-9.39681e-05,0.0132958,-0.00948047,-0.00478849,-0.00372571,0.0044571
3L,1835001,1840000,479,-0.00113536,0.0127827,-0.00694944,-0.00247336,-0.00274948,0.00321174
3L,1840001,1845000,468,0.00352322,0.00581661,-0.00964654,-0.00610349,-0.00236864,-0.00254058
3L,1845001,1850000,449,0.000830256,-0.00216183,-0.00871559,-0.00523598,-0.00307993,-0.00540807
3L,1850001,1855000,536,0.00602065,0.0109956,-0.00720293,-0.00109059,-0.000137713,0.00226782
3L,1855001,1860000,415,-0.000648567,0.00638351,-0.00960541,-0.00527076,-0.0026663,0.00143233
3L,1860001,1865000,428,-0.00287219,0.00694341,-0.00895006,-0.00206083,-0.00246359,-0.00140059
3L,1865001,1870000,444,0.00660671,0.0134139,-0.00939269,-0.00510753,-0.000314884,0.0045107
3L,1870001,1875000,509,0.00365371,0.00888393,-0.00680395,-0.0048977,-0.00171626,0.000935739
3L,1875001,1880000,509,-0.0011549,0.00181971,-0.00960494,-0.00365703,-0.00257643,-0.00212813
3L,1880001,1885000,490,-0.0028092,0.0114479,-0.0107139,-0.00420626,-0.00466036,0.00330328
3L,1885001,1890000,488,-5.65381e-05,0.00918086,-0.00709454,-6.52758e-05,-0.00235263,0.00200699
3L,1890001,1895000,477,-0.00276065,0.00548284,-0.00950881,-0.00502954,-0.000235699,0.00311622
3L,1895001,1900000,493,0.00645131,0.0119849,0.000269364,-0.00311947,0.00504332,0.0049557
3L,1900001,1905000,458,-0.00120476,0.00303008,-0.00972091,-0.00686942,-0.00180662,-0.00189767
3L,1905001,1910000,475,0.00035822,0.00799875,-0.010026,-0.00452376,0.0033272,0.00564629
3L,1910001,1915000,444,0.0109924,0.00405864,-0.00756224,-0.00673088,0.0115149,0.00221084
3L,1915001,1920000,458,0.000558409,0.00316152,-0.00877887,-0.00613062,0.00135653,-0.000387726
3L,1920001,1925000,463,0.00414694,0.00227897,-0.00869882,0.00176804,0.00666577,0.00209317
3L,1925001,1930000,478,0.00660177,0.00114464,-0.00745373,-0.00686002,0.00459984,-0.00231944
3L,1930001,1935000,505,0.000963257,0.0082773,-0.00946165,-0.00279774,0.00471445,0.00815007
3L,1935001,1940000,400,0.00131309,0.00385727,-0.00998639,-0.00246149,0.00300562,0.00396019
3L,1940001,1945000,522,0.00553286,0.000302809,-0.00956381,-0.00716946,0.00853714,-0.000999518
3L,1945001,1950000,481,0.0104004,0.00809186,-0.0100929,-0.00481369,0.00642318,0.00316385
3L,1950001,1955000,498,0.00821408,0.00228526,-0.00872881,-0.00644249,0.00925725,0.00259339
3L,1955001,1960000,526,0.0150325,0.000934063,-0.00990139,-0.000812201,0.0119789,-0.00244735
3L,1960001,1965000,489,0.00800764,0.00434206,-0.0105266,-0.00678496,0.00876207,0.00245551
3L,1965001,1970000,423,0.000706814,0.00437885,-0.0102432,-0.00701687,0.0021654,0.00077396
3L,1970001,1975000,467,0.00220119,0.00216465,-0.0101583,-0.0036435,0.00190526,2.7764e-05
3L,1975001,1980000,486,0.00132107,-0.000774346,-0.00902042,-0.00366566,0.00369879,-0.00241072
3L,1980001,1985000,475,0.00640261,0.00676323,-0.0104575,-0.0033809,0.0044694,0.00267986
3L,1985001,1990000,424,0.00430075,0.00529854,-0.00898418,-0.00479514,0.00493942,0.00495626
3L,1990001,1995000,448,0.00358344,0.000246774,-0.0101122,-0.00659584,0.00782035,0.000384985
3L,1995001,2000000,424,0.0110481,0.00557486,-0.0093365,-0.00892932,0.0120478,0.00644304
3L,2000001,2005000,455,0.0121238,0.00583503,-0.0103158,-0.0012037,0.00782628,0.00438913
3L,2005001,2010000,460,0.00421004,-0.000141041,-0.00915647,-0.00637738,0.00506941,-0.000569914
3L,2010001,2015000,456,0.0070139,0.00172872,-0.0101671,-0.00177855,0.011903,0.000789708
3L,2015001,2020000,431,0.00166065,-0.00204415,-0.0103249,-0.00589815,0.00235423,-0.00131782
3L,2020001,2025000,474,0.00715579,0.00347926,-0.0102593,-0.00202354,0.00599591,0.00212664
3L,2025001,2030000,425,0.00329496,0.00330511,-0.0109093,-0.00331149,9.95755e-05,-0.00124009
3L,2030001,2035000,418,0.00964961,0.00127214,-0.0102062,-0.00543429,0.00991991,-0.00106032
3L,2035001,2040000,435,0.00251342,-0.00320276,-0.00926652,-0.0044122,0.00415244,-0.00517572
3L,2040001,2045000,448,0.0115472,0.0046714,-0.0105195,-0.00284208,0.00875431,0.000143627
3L,2045001,2050000,476,0.00940507,0.00798735,-0.0100663,-0.00343378,0.00254917,0.000783297
3L,2050001,2055000,486,0.0126122,0.00634356,-0.00953017,-0.00108523,0.0100707,0.00217013
3L,2055001,2060000,505,0.00305051,0.00127963,-0.00864599,-0.00509282,0.00183573,-0.00160869
3L,2060001,2065000,377,0.015941,0.00191957,-0.0121694,0.0229576,0.0250558,0.0045566
3L,2065001,2070000,347,-0.00126633,0.00201615,-0.00987844,-0.000897471,-0.00960061,-0.00742973
3L,2070001,2075000,416,0.00622679,0.00603261,-0.00838006,-0.00129079,0.0101115,-0.00168012
3L,2075001,2080000,417,0.000658218,0.000922405,-0.0101049,-0.00353785,0.0046145,-0.000657372
3L,2080001,2085000,472,0.0108901,0.00622143,-0.00917661,-0.00543108,0.00788808,6.09585e-05
3L,2085001,2090000,452,0.00848,0.00819286,-0.0106084,-0.00638662,0.00658226,0.0045428
3L,2090001,2095000,461,-0.000149043,-0.00441033,-0.00923833,-0.000688849,0.00689578,-0.00334555
3L,2095001,2100000,524,-0.00019809,-0.000177314,-0.00983848,-0.00537764,0.000506209,-0.00209402
3L,2100001,2105000,447,0.00558221,0.0028631,-0.008627,-0.00149791,0.0157139,0.0019624
3L,2105001,2110000,287,0.0056607,0.00674653,-0.0108682,-0.00688383,0.00750076,0.00485681
3L,2110001,2115000,152,0.0247335,0.00729182,-0.00709555,-0.0102522,0.015961,0.000779115
3L,2115001,2120000,458,0.00317158,-0.00372527,-0.0104404,-0.00721094,0.00386044,-0.00139127
3L,2120001,2125000,454,0.0067719,0.00173023,-0.00867439,-0.00466484,0.0077869,-0.00200003
3L,2125001,2130000,445,0.00841339,0.00743164,-0.0105658,-0.00500058,0.0075684,0.004405
3L,2130001,2135000,411,0.0122219,0.00413519,-0.00892016,-0.00436699,0.00765384,-0.00275705
3L,2135001,2140000,485,0.0106459,0.0139043,-0.0101411,-0.00213458,0.00615833,0.0053645
3L,2140001,2145000,472,0.00651484,0.00365031,-0.010357,-0.00400256,0.0102387,0.00530384
3L,2145001,2150000,488,0.0119403,0.00800748,-0.00908601,-0.00468035,0.00658763,0.0029204
3L,2150001,2155000,440,0.00617461,0.0124744,-0.0102899,-0.000150834,0.00305306,0.00481257
3L,2155001,2160000,522,0.00283472,-0.000448859,-0.00880979,-0.00194379,0.000523424,-0.00290853
3L,2160001,2165000,485,0.0120645,0.00100343,-0.00900069,3.42595e-05,0.00519561,-0.00258976
3L,2165001,2170000,526,0.00686104,-3.30214e-05,-0.00801776,-0.00694027,0.00425682,-0.00380721
3L,2170001,2175000,547,0.00525461,0.00155064,-0.00912761,-0.004002,0.00560138,0.0009705
3L,2175001,2180000,439,0.00934737,0.00959242,-0.00766511,-0.00363683,0.00714604,0.00409979
3L,2180001,2185000,448,0.00104717,0.00185924,-0.00893669,0.00410779,-0.000753931,0.00223282
3L,2185001,2190000,490,0.00667372,0.00219424,-0.0102509,-0.0029781,0.00756101,0.00290147
3L,2190001,2195000,468,0.00481547,0.00197724,-0.0103166,-0.000876406,0.00373509,-0.000317923
3L,2195001,2200000,431,0.00151981,-0.000418031,-0.00929449,-0.00723641,2.71758e-05,-0.00225633
3L,2200001,2205000,510,0.0021497,-0.000202116,-0.0103408,-0.00644858,0.00246413,0.000975886
3L,2205001,2210000,434,0.00547666,-0.000470199,-0.00949609,-0.00239478,0.00320727,-0.00353074
3L,2210001,2215000,438,0.00881478,0.000140843,-0.00568715,-0.00532991,-0.00146463,-0.00429284
3L,2215001,2220000,478,0.00641444,0.00133478,-0.0101488,-0.00177899,0.00204031,-0.00158242
3L,2220001,2225000,366,0.00939045,0.00289262,-0.00816753,-0.00142833,0.0107433,0.00826257
3L,2225001,2230000,452,0.00719556,0.000351438,-0.00906535,-0.0010413,0.0088656,-0.000590268
3L,2230001,2235000,465,0.0146358,0.00655349,-0.00958365,-0.0050263,0.0101215,0.00372308
3L,2235001,2240000,486,0.00601817,0.00170682,-0.00976956,-0.00608634,0.000981013,-0.00493204
3L,2240001,2245000,482,0.0116978,0.00775661,-0.00822919,-0.00652781,0.00912187,0.00185273
3L,2245001,2250000,506,0.00619724,-0.000367976,-0.0101809,-0.0051116,0.00689385,-0.00313552
3L,2250001,2255000,484,0.000684377,0.000761467,-0.0107363,-0.00720096,0.000444613,-0.00146623
3L,2255001,2260000,485,0.0147774,0.00738741,-0.00429291,-0.00549897,0.00231339,-0.00526549
3L,2260001,2265000,498,-0.0024322,-0.00415219,-0.00982111,-0.00291153,-0.00056934,-0.00341017
3L,2265001,2270000,555,0.0097862,0.00418957,-0.00923963,-0.00111529,0.0067663,0.00058919
3L,2270001,2275000,512,-0.000632317,-0.00381329,-0.0106834,-0.00643344,-0.000169568,-0.00395023
3L,2275001,2280000,539,0.0104099,0.00444737,-0.00833994,-0.00578229,0.0056582,-0.00197857
3L,2280001,2285000,495,0.00717965,0.00460244,-0.00843259,-0.0067156,0.00607832,0.00208259
3L,2285001,2290000,455,0.00495131,0.00158458,-0.00979911,-0.00503757,0.00678315,0.0017047
3L,2290001,2295000,420,0.00684849,0.00347006,-0.00952207,-0.00220606,0.0030498,-0.000892078
3L,2295001,2300000,552,0.00716755,-0.00188803,-0.00703642,-0.00630735,0.00311582,-0.00401929
3L,2300001,2305000,436,0.000708183,-0.00209706,-0.0101102,-0.00761277,-0.00106699,-0.00332342
3L,2305001,2310000,437,0.00584785,0.00547314,-0.00840905,-0.00503762,0.00287026,-0.000791748
3L,2310001,2315000,440,0.0119636,0.0112389,-0.00962628,-0.00336176,0.00815233,0.00779433
3L,2315001,2320000,515,0.00884915,0.00281363,-0.00827843,-0.00468604,0.00973105,0.00608271
3L,2320001,2325000,408,0.00204164,-0.00462299,-0.00955539,-0.00764889,0.00471362,-0.00455872
3L,2325001,2330000,428,0.0112277,-0.00174573,-0.00869119,-0.00148657,0.00798075,-0.0011498
3L,2330001,2335000,444,0.00667784,-0.00050553,-0.00877472,-0.00653192,0.00060405,-0.00435514
3L,2335001,2340000,435,0.012571,0.00233935,-0.00888853,-0.00441103,0.00585745,-0.005216
3L,2340001,2345000,469,-0.00103631,-0.00418918,-0.00915272,-0.00534634,6.78621e-05,-0.00524951
3L,2345001,2350000,495,0.00642626,-0.00488209,-0.00993826,-0.00318139,0.00533778,-0.00452044
3L,2350001,2355000,432,0.00874066,-0.00287726,-0.00820529,-0.00502369,0.00233857,-0.00319414
3L,2355001,2360000,460,0.00673784,-0.00194804,-0.0097618,-0.00510596,0.00579377,-0.00227534
3L,2360001,2365000,466,0.010026,0.000693963,-0.00966575,-0.0040123,0.00902325,-0.00275968
3L,2365001,2370000,430,0.0019396,-0.00272913,-0.00735249,-0.00643797,0.000507139,-0.00297358
3L,2370001,2375000,443,0.00434836,-0.00237591,-0.00887673,-0.00675187,0.00372239,-0.00496305
3L,2375001,2380000,516,0.0095678,-0.00146923,-0.00931067,-0.00288597,0.00515983,-0.00416746
3L,2380001,2385000,437,0.00445506,-0.00360842,-0.00966454,-0.0047468,0.00581827,-0.00516089
3L,2385001,2390000,440,0.00742116,-0.00309093,-0.00861296,-0.00180254,0.00498957,-0.00599563
3L,2390001,2395000,460,0.0131591,0.00468584,-0.00572408,-0.0045802,0.00796881,-0.00366849
3L,2395001,2400000,445,0.00744834,-0.00506098,-0.00783471,-0.00454993,0.00431893,-0.00762671
3L,2400001,2405000,507,0.00742371,0.00419957,-0.0093197,-4.27125e-05,0.00153187,0.00178848
3L,2405001,2410000,509,0.00426661,0.00712737,-0.0102493,-0.00395263,0.00523888,0.00464797
3L,2410001,2415000,393,0.000794791,-0.00403063,-0.0108252,-0.00517619,0.00176921,-0.00246542
3L,2415001,2420000,429,0.00477622,0.00223738,-0.00873677,-0.00438902,0.00344403,0.00234621
3L,2420001,2425000,506,0.00557363,-0.00282816,-0.0111665,-0.00551236,0.00293561,-0.00249625
3L,2425001,2430000,462,0.0064703,0.00138608,-0.00906376,-0.00449343,0.000701002,-0.00440124
3L,2430001,2435000,424,0.00832145,0.00159275,-0.0090828,-0.00677068,0.00523984,4.45509e-06
3L,2435001,2440000,447,0.0031783,0.00242532,-0.00974849,-0.00703692,-0.000706238,-0.00304315
3L,2440001,2445000,455,0.00265402,-0.000700856,-0.00977647,-0.00299477,-0.00181715,-0.00216752
3L,2445001,2450000,241,0.00953799,0.0171761,-0.00719098,-0.00390859,0.00468711,0.00850646
3L,2450001,2455000,0,nan,nan,nan,nan,nan,nan
3L,2455001,2460000,314,0.00317616,-0.00457744,-0.0109374,-0.00682881,0.0013226,-0.00533008
3L,2460001,2465000,459,-0.00238856,0.000866152,-0.0106676,-0.00511415,-0.00299028,0.00215563
3L,2465001,2470000,436,0.00568067,-0.000704691,-0.00846331,-0.000747116,0.00270357,-0.00632873
3L,2470001,2475000,524,0.0128514,0.00408788,-0.00853004,-0.00232108,0.00469641,-0.00154384
3L,2475001,2480000,535,0.00843927,0.000769154,-0.00861577,-0.00425634,0.00167187,-0.00246426
3L,2480001,2485000,466,0.00601805,0.00229665,-0.00982266,-0.00551587,0.000932648,0.0017845
3L,2485001,2490000,448,0.00795487,0.00579689,-0.0076162,-0.00892718,0.00189325,-0.000129257
3L,2490001,2495000,436,0.00971937,0.00578258,-0.00988972,-0.00726416,0.00436681,0.00393483
3L,2495001,2500000,501,0.00557039,-0.0017216,-0.00777461,-0.0104627,0.00546067,0.00164916
3L,2500001,2505000,464,0.00306833,-0.00145152,-0.00840669,-0.0059697,0.0021466,0.000636375
3L,2505001,2510000,422,0.00926128,0.000220459,-0.00862607,-0.00795679,0.00572261,-0.00141844
3L,2510001,2515000,431,0.0109657,0.00247467,-0.00759459,-0.00811946,0.00480873,-0.0023589
3L,2515001,2520000,400,0.0144795,0.00855683,-0.0112628,-0.00899575,0.0107778,0.00726805
3L,2520001,2525000,482,0.00690566,0.00218115,-0.0108081,-0.00853672,0.00471492,0.00226234
3L,2525001,2530000,446,0.00802342,0.01359,-0.00783096,-0.00620492,0.00343223,0.0108242
3L,2530001,2535000,469,0.00881112,0.00362559,-0.00824889,-0.00714568,0.00406431,0.000466235
3L,2535001,2540000,496,0.00442051,-0.0016243,-0.00972811,-0.00670174,0.00363487,-0.00115836
3L,2540001,2545000,484,0.00587745,0.00206697,-0.00900729,-0.00615455,0.00576666,0.00160858
3L,2545001,2550000,488,0.0114866,0.00202018,-0.00884442,-0.00491391,0.00581757,0.00154373
3L,2550001,2555000,468,0.0100765,-0.0017263,-0.0107438,-0.00816603,0.0136791,0.00226362
3L,2555001,2560000,437,0.0127996,0.00917348,-0.0100151,-0.00821142,0.00808207,0.00681779
3L,2560001,2565000,427,0.00374817,0.00730677,-0.00911791,-0.00503936,0.00524396,0.0076035
3L,2565001,2570000,468,0.00600228,0.000505145,-0.0082557,-0.00806508,0.00350947,-0.00113225
3L,2570001,2575000,428,0.0115735,0.00203574,-0.00908964,-0.0082082,0.00769697,-0.000693476
3L,2575001,2580000,428,0.00892259,-0.00429841,-0.0111161,-0.00470505,0.00659795,-0.0045262
3L,2580001,2585000,490,0.016296,0.00143065,-0.00880089,-0.00324192,0.00396642,-0.00494909
3L,2585001,2590000,456,0.0111789,0.00310956,-0.00784728,-0.00803258,0.0107014,0.000459323
3L,2590001,2595000,437,0.00760028,0.00413459,-0.0105009,-0.00563304,0.00498561,0.00234509
3L,2595001,2600000,515,0.010996,0.00844575,-0.00810117,-0.0102744,0.0105135,0.00727452
3L,2600001,2605000,461,0.00285382,-0.000930819,-0.00953232,-0.00741059,0.00161855,-0.0018906
3L,2605001,2610000,474,0.00842385,-0.00240243,-0.0108397,-0.00651786,0.00532787,-0.00258758
3L,2610001,2615000,480,0.00426532,0.00360833,-0.0087345,-0.00520109,-0.00150844,-0.000382388
3L,2615001,2620000,428,0.0100994,0.00362985,-0.00872015,-0.00811309,0.00369754,-0.00169446
3L,2620001,2625000,433,0.00678334,-0.00306209,-0.0101557,-0.00450656,0.00181524,-0.004787
3L,2625001,2630000,457,0.0142778,0.00398118,-0.00760287,-0.0038979,0.00661032,0.00216816
3L,2630001,2635000,433,0.0151178,-0.00247636,-0.00865293,0.00286765,0.010744,0.00181384
3L,2635001,2640000,425,0.0130278,0.0037868,-0.00894142,-0.00145206,0.00391604,0.00141565
3L,2640001,2645000,449,0.00712023,0.000591723,-0.00883686,-0.00279964,0.000893733,0.000141125
3L,2645001,2650000,501,0.00246124,-0.00213428,-0.00828133,-0.00406712,0.00389676,-0.000704607
3L,2650001,2655000,479,0.00165984,-0.00351612,-0.0102598,-0.00652966,0.00173203,-0.00106024
3L,2655001,2660000,487,0.00442977,-0.00348987,-0.00732162,-0.0026345,-0.00193609,0.00152805
3L,2660001,2665000,426,0.00389386,-2.45599e-06,-0.00771962,-0.00580799,-0.00198675,-0.00195848
3L,2665001,2670000,434,0.0157036,-0.00149987,-0.0109753,7.46845e-05,0.0121468,-0.00149124
3L,2670001,2675000,424,0.00308536,1.89064e-05,-0.0092456,-0.00614552,-0.00338859,-0.0035711
3L,2675001,2680000,467,0.00191108,0.00116983,-0.00728906,-0.00610063,-0.00270234,0.00148057
3L,2680001,2685000,429,0.00555854,-0.00294333,-0.00981386,-0.00768706,0.000446012,-0.00268874
3L,2685001,2690000,388,0.00302138,-0.000656283,-0.00985957,-0.00656825,0.000446024,-0.00166845
3L,2690001,2695000,462,0.0149511,0.000343353,-0.00972818,-0.00157292,0.0100507,-0.000580667
3L,2695001,2700000,469,0.00705521,0.00556037,-0.0104354,-0.00743418,0.00658304,0.00390526
3L,2700001,2705000,431,0.00655024,-0.00138899,-0.0102743,-0.000489339,0.00219868,-0.00194513
3L,2705001,2710000,508,0.00845833,0.00177173,-0.0088941,-0.0070158,0.00465517,0.00233693
3L,2710001,2715000,527,0.00801596,-0.00187664,-0.00876625,-0.00414486,0.00669164,0.000584684
3L,2715001,2720000,422,0.00411933,0.00217424,-0.0100542,-0.0106524,0.00365072,0.00238071
3L,2720001,2725000,404,-0.000154525,-0.00505883,-0.010844,-0.007747,-0.000981443,-0.00254544
3L,2725001,2730000,459,0.00264755,-0.00445928,-0.00794306,-0.00224802,0.00038604,0.0020287
3L,2730001,2735000,452,0.0081121,-0.00121733,-0.00798344,-0.0037673,0.00288517,-0.00341948
3L,2735001,2740000,458,0.00609193,0.00190466,-0.0108722,-0.00174555,0.00330915,0.00162934
3L,2740001,2745000,406,0.0140446,-0.00165238,-0.00758702,-0.00260814,0.00593663,-0.00159495
3L,2745001,2750000,413,-0.000390177,0.000700174,-0.00850023,-0.00376002,-0.000992728,0.00382943
3L,2750001,2755000,133,0.00239854,-0.00407132,-0.0103429,-0.00609842,0.000516773,-0.00513072
3L,2755001,2760000,388,0.0036316,-0.000172984,-0.0090904,-0.00594565,-0.00122029,-0.00128661
3L,2760001,2765000,445,0.013444,-0.00403308,-0.00826491,0.00449498,0.00523372,-0.00537196
3L,2765001,2770000,412,0.00235164,0.000166437,-0.00663968,-0.00296959,-0.00149148,0.00158754
3L,2770001,2775000,439,0.00831596,-0.000200517,-0.00883434,-0.00437085,0.0033367,-0.00311314
3L,2775001,2780000,515,0.00298799,-0.000358691,-0.00828057,-0.00600671,0.0036872,0.00222721
3L,2780001,2785000,528,0.00931118,-0.00190027,-0.00954975,-0.00825655,0.00450498,-0.00409768
3L,2785001,2790000,413,0.00282885,-0.00157516,-0.0107434,-0.00435042,0.00688716,0.00293009
3L,2790001,2795000,405,-0.00204816,-0.00459111,-0.0109447,-0.00654921,0.000246614,-0.00128459
3L,2795001,2800000,436,-0.000565237,-0.000608118,-0.0102174,-0.00376555,-0.00263306,0.000452691
3L,2800001,2805000,463,-0.00107017,-0.00633322,-0.00969326,-0.00388098,-0.00263363,-0.00312321
3L,2805001,2810000,457,-0.00126693,-0.00306022,-0.00917516,-0.00775757,-0.00046035,-0.00317165
3L,2810001,2815000,429,0.000912186,0.00413407,-0.00789538,-0.00835219,0.00158407,0.00496643
3L,2815001,2820000,414,2.18237e-05,0.000143261,-0.0093708,-0.0049878,-0.00274247,-0.000362337
3L,2820001,2825000,391,0.00894082,0.00275182,-0.00601589,-0.00860023,0.000717876,-0.00140417
3L,2825001,2830000,419,0.000197343,-0.00447749,-0.00814057,-0.00510995,-0.00458552,-0.00220472
3L,2830001,2835000,452,-8.87332e-05,-0.00206243,-0.00796445,-0.0109139,-0.000383742,-0.000665198
3L,2835001,2840000,428,0.00128306,0.00286851,-0.00927572,-0.00953853,0.00124905,0.00281292
3L,2840001,2845000,403,-0.00101556,0.00147243,-0.00859018,-0.00808223,0.000998078,0.00553551
3L,2845001,2850000,411,0.00388695,0.00519291,-0.0101756,-0.0084764,0.00106633,0.00340526
3L,2850001,2855000,474,-0.00330153,-0.00101314,-0.0100565,-0.00899513,-0.00153935,-0.00143404
3L,2855001,2860000,448,-0.00171688,0.000999409,-0.0101235,-0.00880071,0.00172114,0.00212554
3L,2860001,2865000,388,0.00135389,0.000121818,-0.010485,-0.00996063,0.00179457,-0.00259268
3L,2865001,2870000,447,-0.00255368,-0.00138143,-0.00921224,-0.00610563,-0.00100703,0.00426637
3L,2870001,2875000,382,-0.00417447,-0.00462958,-0.0105541,-0.00850544,0.00171353,-0.000614203
3L,2875001,2880000,493,0.000412184,0.00568097,-0.0097488,-0.00761071,-0.00111666,0.00539829
3L,2880001,2885000,438,-0.00244635,0.00418498,-0.00993181,-0.00951229,-0.0023788,0.00377719
3L,2885001,2890000,515,-0.00391129,0.000639412,-0.0100002,-0.00714802,-0.00471363,-0.00023031
3L,2890001,2895000,466,0.00370193,0.00648317,-0.00947207,-0.00703807,0.00395545,0.00679759
3L,2895001,2900000,475,0.00479414,0.000515873,-0.0072988,-0.00933167,0.00320893,-0.000279842
3L,2900001,2905000,486,0.00531877,0.00126583,-0.0105367,-0.00996267,0.00387774,0.000205702
3L,2905001,2910000,438,-0.00075629,0.00231952,-0.00845491,-0.00467465,-0.000736395,0.00406013
3L,2910001,2915000,452,0.00241775,0.00852865,-0.00908446,-0.00836966,-0.00116272,0.00402156
3L,2915001,2920000,430,0.00136616,-0.00184619,-0.00933127,-0.00890363,0.00353331,-0.00194439
3L,2920001,2925000,439,0.00263154,0.00653509,-0.0106686,-0.00849916,0.00596171,0.0121731
3L,2925001,2930000,201,-0.00303735,-0.00401282,-0.01176,-0.00999447,-0.00104662,-0.00400853
3L,2930001,2935000,0,nan,nan,nan,nan,nan,nan
3L,2935001,2940000,285,-0.000791446,-0.00188599,-0.0054868,-0.00203068,0.012151,0.00394826
3L,2940001,2945000,359,-0.001246,-0.00441999,-0.00964859,-0.00749677,0.00640899,0.000173858
3L,2945001,2950000,442,0.00686479,-0.000559636,-0.00871636,-0.00251231,0.0150884,0.00373395
3L,2950001,2955000,481,0.018378,0.0100702,-0.00895858,-0.00191551,0.0164455,0.00398039
3L,2955001,2960000,455,0.00690879,-0.000888424,-0.00835458,-0.00118638,0.00848236,0.00444893
3L,2960001,2965000,527,0.0033869,-0.00209864,-0.007146,-0.0041539,0.0113086,0.00054976
3L,2965001,2970000,152,0.0104983,0.00837153,-0.0081923,-0.00392929,0.0152702,0.00949884
3L,2970001,2975000,73,-0.00316435,-0.00745438,-0.00913744,-0.0110285,0.00872362,0.000497426
3L,2975001,2980000,459,0.0058186,3.74612e-05,-0.00807019,-0.000297681,0.0159137,0.00440106
3L,2980001,2985000,491,0.00079257,-0.00145558,-0.00743482,-0.00301696,0.0115151,-0.000525056
3L,2985001,2990000,459,5.57366e-05,-0.00141488,-0.00673971,-0.00235995,0.010558,0.00529603
3L,2990001,2995000,438,0.0044356,0.00476814,-0.0077273,-0.000151833,0.00724376,0.00417056
3L,2995001,3000000,458,0.00692386,-0.00277695,-0.00726428,0.00456049,0.0129342,-0.00154858
3L,3000001,3005000,464,0.00456221,0.00577245,-0.00903969,0.00387716,0.00921728,-0.000531603
3L,3005001,3010000,503,0.000128498,-0.00784754,-0.00835435,-0.00462447,0.00333445,-0.00491363
3L,3010001,3015000,464,-0.000937899,0.00406017,-0.00954012,-0.00251925,0.00536561,0.00503699
3L,3015001,3020000,489,0.00326316,-0.00538805,-0.0084907,-0.00242564,0.0105666,-0.00472631
3L,3020001,3025000,431,0.00501843,0.00371927,-0.00891692,-0.00198502,0.00642908,0.00180975
3L,3025001,3030000,473,0.00526109,0.00038306,-0.00858688,-0.000516287,0.0124195,-0.000969142
3L,3030001,3035000,485,0.00725989,0.0110077,-0.00864232,-0.00231973,0.0138397,0.0111608
3L,3035001,3040000,458,0.0111638,0.00447926,-0.00849632,-0.00216417,0.0140924,0.0011604
3L,3040001,3045000,276,0.0100127,0.00712678,-0.00510334,-0.00268769,0.0107221,0.00466847
3L,3045001,3050000,476,0.00607831,0.00282562,-0.00980622,-0.00705868,0.0117096,0.00448445
3L,3050001,3055000,438,0.00336103,0.00114646,-0.00663106,-0.00260455,0.0164357,0.00505184
3L,3055001,3060000,412,0.0047849,0.00558559,-0.00758294,-0.00389303,0.0133868,0.00801688
3L,3060001,3065000,125,-0.00366085,-0.0114072,-0.00779849,-0.00734532,0.0133811,-0.00206474
3L,3065001,3070000,9,-0.0152841,-0.0162763,-0.0157229,-0.0136831,-0.0114565,-0.0135302
3L,3070001,3075000,400,-0.00134035,-0.00378482,-0.00753043,-0.00302812,0.00395456,-0.00500821
3L,3075001,3080000,412,0.00174717,0.00170034,-0.00932635,0.00772954,0.0112495,0.0337329
3L,3080001,3085000,384,0.00223029,0.00764583,-0.00374824,-0.00541727,0.0169792,0.0132222
3L,3085001,3090000,396,0.00509165,0.00520504,-0.00478876,0.00485255,0.0220026,0.00735963
3L,3090001,3095000,494,0.00155545,0.00198403,-0.00511602,-0.00147491,0.0129804,0.000917696
